Version=0.9
1,15,2,13,2=150846
1,15,2,13,5=140872
1,15,2,0,1=558507
1,15,2,13,8=13089
1,15,2,13,7=24933
1,15,2,0,4=357170
1,15,2,13,1=73553
1,15,2,13,3=67319
1,15,2,13,4=77916
1,15,2,13,6=72930
1,15,2,0,3=364650
1,15,2,13,9=12466
1,15,2,0,2=1646847
1,15,2,13,10=320394
0,15,2,13,2=3217024
0,15,2,13,5=3235724
0,15,2,0,1=397686
0,15,2,13,8=88513
0,15,2,13,7=264293
0,15,2,0,4=38647
0,15,2,13,1=9972
0,15,2,13,3=9350
0,15,2,13,4=48619
0,15,2,13,6=19946
0,15,2,0,3=67320
0,15,2,13,9=147106
0,15,2,0,2=399557
0,15,2,13,10=459396
1,15,2,0,5=376493
1,15,2,13,11=14959
0,15,2,0,5=77293
0,15,2,13,11=215673
1,15,2,1,12=32413
1,15,2,1,11=22439
1,15,2,13,14=146483
1,15,2,13,29=186376
1,15,2,13,18=314159
1,15,2,13,30=1496624
1,15,2,13,33=12466
1,15,2,13,26=484329
1,15,2,13,22=482459
1,15,2,13,25=121550
1,15,2,13,17=123419
1,15,2,13,12=71059
1,15,2,13,13=78540
1,15,2,13,15=1322713
1,15,2,13,19=152093
1,15,2,13,21=80409
1,15,2,13,16=1330817
1,15,2,13,23=1242304
1,15,2,13,24=1253524
1,15,2,13,20=1252900
1,15,2,13,31=20569
1,15,2,13,27=8726
1,15,2,13,28=18076
1,15,2,13,32=337845
1,15,2,11,71=87889
0,15,2,1,12=3135367
0,15,2,1,11=3158431
0,15,2,13,14=3301174
0,15,2,13,29=195102
0,15,2,13,18=78539
0,15,2,13,30=107213
0,15,2,13,33=165807
0,15,2,13,26=68566
0,15,2,13,22=77916
0,15,2,13,25=28673
0,15,2,13,17=39269
0,15,2,13,12=29920
0,15,2,13,21=29919
0,15,2,13,13=9973
0,15,2,13,15=39893
0,15,2,13,19=9973
0,15,2,13,16=69190
0,15,2,13,23=77916
0,15,2,13,24=97240
0,15,2,13,20=68566
0,15,2,13,27=77917
0,15,2,13,31=39269
0,15,2,13,28=49243
0,15,2,13,32=437580
1,15,2,0,6=350937
1,15,2,13,34=14959
0,15,2,0,6=38646
0,15,2,13,34=225023
1,15,2,13,38=472487
1,15,2,13,37=123421
1,15,2,13,35=11219
1,15,2,13,36=16206
0,15,2,13,38=88513
0,15,2,13,37=9350
0,15,2,13,35=216920
0,15,2,13,36=39269
1,15,2,13,91=1874551
1,15,2,13,70=8002918
1,15,2,13,62=7132791
1,15,2,1,13=4997
1,15,2,1,14=4413723
1,15,2,13,39=15649165
1,15,2,13,61=67006637
1,15,2,13,42=512832
1,15,2,13,43=1026912
1,15,2,13,44=71209
1,15,2,13,40=22516483
1,15,2,13,41=23351631
1,15,2,13,46=7042842
1,15,2,13,63=145881479
1,15,2,13,48=5892251
1,15,2,13,49=1184322
1,15,2,13,45=13421067
1,15,2,13,51=3408674
1,15,2,13,47=9092294
1,15,2,13,53=1717143
1,15,2,13,52=3318725
1,15,2,13,55=8655670
1,15,2,13,50=16973731
1,15,2,13,54=16220359
1,15,2,13,59=262354
1,15,2,13,60=4641004
1,15,2,13,56=27148797
1,15,2,13,58=6429990
1,15,2,13,57=28153468
1,15,2,13,65=8917144
1,15,2,13,64=5090517
1,15,2,13,66=6214789
1,15,2,13,69=12870363
1,15,2,13,67=11404147
1,15,2,13,68=3743253
1,15,2,13,71=2276302
1,15,2,13,72=6627028
1,15,2,13,76=4010777
1,15,2,13,73=5370693
1,15,2,13,75=12941168
1,15,2,13,74=12879884
1,15,2,13,78=5643644
1,15,2,13,77=2424700
1,15,2,13,79=3730365
1,15,2,13,81=3326123
1,15,2,13,80=4184467
1,15,2,13,83=3525861
1,15,2,13,82=8172045
1,15,2,13,85=8337372
1,15,2,13,86=5661759
1,15,2,13,88=3647287
1,15,2,13,84=17828802
1,15,2,13,87=10179469
1,15,2,13,90=7915430
1,15,2,13,92=6333560
1,15,2,13,89=17975993
1,15,2,11,165=31811
0,15,2,13,91=14365525
0,15,2,13,70=14403005
0,15,2,13,62=44974
0,15,2,13,39=2872104
0,15,2,1,13=1118109
0,15,2,1,14=5687993
0,15,2,13,61=10102340
0,15,2,13,63=26758430
0,15,2,13,42=1210558
0,15,2,13,43=3915883
0,15,2,13,44=234863
0,15,2,13,40=8045393
0,15,2,13,41=10542713
0,15,2,13,46=4813494
0,15,2,13,45=7492585
0,15,2,13,48=4820989
0,15,2,13,49=1584717
0,15,2,13,47=4497426
0,15,2,13,51=2489198
0,15,2,13,52=2771537
0,15,2,13,53=2516059
0,15,2,13,50=6008434
0,15,2,13,55=5160171
0,15,2,13,54=6515020
0,15,2,13,56=10346573
0,15,2,13,58=5791683
0,15,2,13,59=1373590
0,15,2,13,60=2383010
0,15,2,13,57=7684975
0,15,2,13,64=3431785
0,15,2,13,65=4254438
0,15,2,13,66=3504243
0,15,2,13,67=5922235
0,15,2,13,69=6423822
0,15,2,13,68=3730364
0,15,2,13,71=2481704
0,15,2,13,72=4351883
0,15,2,13,73=3912135
0,15,2,13,76=4607987
0,15,2,13,75=5052732
0,15,2,13,74=7037221
0,15,2,13,77=2522305
0,15,2,13,78=2998907
0,15,2,13,79=3198792
0,15,2,13,80=2296185
0,15,2,13,81=3069492
0,15,2,13,83=2640988
0,15,2,13,82=4704807
0,15,2,13,85=4534902
0,15,2,13,86=4772892
0,15,2,13,84=8829320
0,15,2,13,88=2370517
0,15,2,13,87=5200147
0,15,2,13,90=4522411
0,15,2,13,89=5958463
0,15,2,13,92=4952789
0,15,2,13,93=190514
1,15,2,13,93=97444
1,15,2,13,94=473110
0,15,2,13,94=137133
1,15,2,13,95=13090
1,15,2,0,7=39269
0,15,2,0,7=137133
0,15,2,13,95=107213
1,15,2,13,96=625
1,15,2,13,97=14959
0,15,2,13,96=2085734
0,15,2,13,97=176404
1,15,2,13,100=109082
1,15,2,13,101=472228
1,15,2,13,99=14960
1,15,2,13,98=7480
0,15,2,13,101=2525179
0,15,2,13,100=9973
0,15,2,13,98=68566
0,15,2,13,99=297329
1,15,2,13,102=211933
1,15,2,13,103=256813
0,15,2,13,102=3307408
0,15,2,13,103=39270
1,15,2,13,104=265540
1,15,2,13,105=27426
0,15,2,13,104=3366625
0,15,2,13,105=97239
0,15,2,1,15=3260657
1,15,2,1,15=41763
0,15,2,13,106=738800
1,15,2,13,106=100981
1,15,2,0,8=342831
0,15,2,0,8=3290608
1,15,2,13,109=1112043
1,15,2,13,108=277398
1,15,2,13,107=8103
0,15,2,13,109=1992791
0,15,2,13,108=2181038
0,15,2,13,107=29296
1,15,2,13,110=11220
0,15,2,13,110=1768392
1,15,2,13,111=679402
1,15,2,0,10=1232951
1,15,2,13,112=334106
1,15,2,0,9=434204
0,15,2,0,10=279252
0,15,2,13,111=445424
0,15,2,0,9=1831973
0,15,2,13,112=209440
1,15,2,13,118=1247287
1,15,2,13,119=345949
1,15,2,13,115=114069
1,15,2,13,113=109706
1,15,2,13,116=51113
1,15,2,13,117=350936
1,15,2,13,114=335977
0,15,2,13,118=193855
0,15,2,13,119=1545241
0,15,2,13,115=428229
0,15,2,13,113=211932
0,15,2,13,116=178897
0,15,2,13,117=250579
0,15,2,13,114=347819
1,15,2,0,11=345950
